branch,cgpa,internship_count,project_count,certifications_count,coding_skills_score,communication_skills_score,soft_skills_score,hackathon_participation,placement_probability
4,7.95,1,3,0,46,62,77,1,54
4,8.92,4,3,4,81,90,61,0,83
2,5.63,3,4,4,76,73,91,0,67
2,8.2,3,4,1,86,87,98,1,74
6,9.77,3,4,0,41,55,84,0,68
3,5.81,0,7,0,61,67,85,0,55
3,8.72,4,2,4,52,93,69,0,75
3,6.6,0,4,5,85,53,91,0,63
6,9.09,4,3,5,91,91,69,0,87
4,8.49,4,1,0,77,40,86,0,63
3,9.63,4,1,2,70,80,89,1,74
4,8.56,3,6,3,40,54,50,0,74
5,7.05,3,1,4,86,54,61,0,65
3,5.05,3,1,4,82,64,49,1,57
5,8.96,0,1,0,52,82,82,0,53
6,7.04,2,6,5,99,44,58,0,77
1,8.35,4,5,3,56,47,93,1,75
2,5.53,0,7,3,43,61,54,1,57
6,9.45,3,1,5,94,78,99,1,80
6,7.18,3,1,4,82,100,74,0,69
6,9.6,2,1,4,70,77,74,0,72
3,8.54,3,7,4,94,78,40,1,89
5,5.61,4,6,2,72,90,86,0,72
2,7.9,1,2,0,53,85,84,0,55
3,9.55,3,5,2,60,82,86,1,79
1,9.0,2,7,4,61,90,92,1,84
2,7.09,1,1,3,44,97,57,1,55
6,9.78,4,6,0,94,53,65,1,84
4,6.34,4,6,0,93,58,99,1,71
1,6.88,4,4,5,92,65,57,1,78
5,8.75,2,7,4,76,77,80,1,84
1,6.16,1,7,4,71,72,57,0,70
3,7.58,4,2,4,96,85,82,0,77
4,8.64,3,6,4,42,51,57,0,76
3,8.22,1,6,4,80,68,71,0,76
2,5.78,4,5,4,52,51,77,1,67
6,8.15,1,4,0,50,68,97,1,59
6,7.86,3,4,2,89,80,66,0,74
1,7.79,0,2,3,81,100,88,1,63
6,9.13,4,6,4,94,80,95,1,92
6,5.92,3,4,3,77,85,68,1,67
2,8.76,2,3,5,63,59,88,0,72
5,8.8,4,2,0,48,73,80,0,65
5,8.61,0,2,3,52,85,59,0,60
3,7.53,3,3,0,61,94,99,0,64
3,6.98,3,2,1,57,69,74,1,58
5,6.97,1,4,2,49,68,62,1,58
1,8.67,4,4,1,86,78,95,0,78
5,7.49,0,7,0,51,86,51,0,62
3,6.69,2,4,5,91,93,92,1,74
4,8.13,1,3,1,69,79,74,0,62
6,9.19,4,7,0,86,90,75,0,86
2,5.31,0,4,1,85,41,81,0,49
4,9.86,1,3,0,58,65,93,0,64
4,5.48,0,3,2,58,40,67,1,45
6,7.56,0,3,5,92,67,76,0,67
5,7.8,1,7,2,49,90,59,0,71
1,5.69,1,2,2,40,95,74,1,49
4,9.58,4,5,0,96,99,93,1,85
1,7.36,1,6,3,91,47,46,1,70
2,5.72,4,3,1,46,70,73,1,57
2,8.56,0,4,1,94,78,45,1,67
2,8.32,1,3,1,94,99,58,1,68
3,9.81,4,6,5,50,89,81,1,91
4,7.21,4,1,1,92,58,47,1,64
2,6.34,2,2,2,43,52,87,1,51
3,5.3,4,4,3,75,55,69,1,65
2,8.67,4,2,1,100,62,41,0,73
5,8.09,2,2,3,60,50,55,1,62
4,9.86,3,1,0,61,63,92,1,65
3,8.56,1,3,0,49,96,85,1,60
2,9.67,2,4,5,62,93,63,0,82
3,9.96,4,5,1,44,49,64,1,76
2,7.14,4,2,4,100,90,52,1,76
5,5.75,1,6,5,87,96,94,0,72
1,5.98,0,5,2,99,44,48,1,58
2,6.59,2,5,5,51,51,69,1,66
1,7.54,3,7,1,96,75,48,0,79
4,5.61,1,3,2,69,96,79,1,56
5,6.51,1,5,1,96,65,46,1,63
4,6.54,2,4,2,72,67,55,1,62
1,5.02,4,3,4,76,55,77,1,63
5,6.77,4,6,4,57,41,71,1,73
6,5.58,3,5,5,43,65,100,1,65
5,7.15,2,3,0,66,43,99,1,55
5,5.98,1,4,5,86,68,68,0,65
6,9.11,2,2,1,62,55,82,0,63
3,5.4,0,1,4,97,61,90,1,52
3,9.33,1,3,4,45,82,79,1,69
3,7.9,3,6,5,46,45,90,1,75
1,7.29,3,1,1,58,67,54,1,57
5,7.75,1,7,5,85,50,50,0,78
2,6.88,4,2,5,54,81,48,1,69
6,5.64,1,6,5,92,86,55,0,71
2,8.83,1,4,1,87,60,64,0,68
1,9.64,0,6,0,61,65,71,0,68
6,9.75,1,2,4,71,78,84,1,72
2,8.35,2,1,2,54,92,49,1,62
1,7.05,2,4,1,98,86,49,1,68
1,7.39,3,6,1,45,61,69,0,67
1,8.28,4,5,1,45,69,96,1,72
6,9.12,3,5,5,96,69,59,1,87
2,6.87,0,3,5,45,72,80,1,58
2,9.58,1,5,1,51,79,99,1,70
4,6.62,3,6,4,41,69,73,1,70
1,7.65,1,1,2,64,76,40,1,56
3,9.81,3,5,0,43,92,71,0,75
5,9.69,1,3,3,94,69,79,0,75
4,8.48,3,4,4,45,65,70,1,73
4,6.62,2,5,4,96,45,87,0,70
6,6.1,0,3,3,81,93,93,0,58
4,5.4,3,5,3,100,95,100,1,72
2,8.54,2,7,1,90,43,50,1,76
6,7.52,4,5,2,95,54,97,0,77
6,7.86,3,6,4,76,75,80,0,81
3,7.36,1,1,4,77,42,96,0,57
1,7.41,0,3,0,53,96,58,0,54
4,7.86,2,3,3,86,55,89,0,68
1,9.57,2,2,3,58,55,100,0,68
1,5.15,0,2,4,90,79,46,0,54
1,9.01,3,3,3,46,92,92,0,73
6,6.95,1,6,1,93,66,68,0,67
1,8.72,4,1,0,57,95,81,1,66
4,9.74,3,5,4,97,45,77,0,86
6,6.53,0,4,5,100,60,92,0,66
4,5.45,3,6,0,83,52,75,1,62
6,6.16,3,5,5,47,48,72,0,67
5,6.11,0,4,1,67,80,75,1,53
5,8.71,0,1,0,60,82,65,0,53
5,5.31,4,2,5,94,47,68,0,66
5,5.25,0,3,3,74,67,100,1,51
6,8.47,0,1,4,86,84,68,1,64
1,7.78,0,4,0,49,97,74,0,57
3,7.09,2,6,2,92,58,42,1,71
2,7.88,0,3,4,67,68,85,0,63
3,8.68,0,4,0,58,70,44,0,59
5,5.52,0,5,4,83,96,72,1,63
1,7.77,4,5,5,74,93,50,1,84
4,9.12,3,6,0,67,96,45,1,78
1,6.81,0,5,0,85,72,41,0,58
4,8.82,0,3,3,88,88,52,0,69
3,9.23,4,2,0,98,45,40,1,72
1,9.1,3,2,2,42,83,66,1,68
1,8.25,4,4,3,78,43,79,0,75
2,8.59,1,2,2,66,92,81,1,64
3,8.94,1,2,5,96,55,54,0,72
1,8.67,1,4,2,56,92,74,0,68
4,7.26,0,4,1,54,42,69,1,52
1,5.8,4,4,2,91,64,45,0,68
4,6.55,0,3,0,81,56,73,1,50
5,6.04,1,7,4,78,61,60,0,69
1,6.81,3,4,3,61,57,71,1,66
4,7.45,3,3,3,59,71,96,0,67
3,9.8,4,3,3,66,57,94,1,79
5,9.8,3,3,4,74,96,59,1,83
1,8.85,1,7,2,93,65,74,0,79
2,9.9,4,4,5,86,89,48,1,91
4,9.99,4,2,1,91,64,91,1,77
2,9.43,1,6,0,44,67,76,0,68
1,5.4,1,6,5,41,99,45,1,64
4,7.13,1,7,3,80,79,49,1,73
1,7.67,1,2,0,89,62,92,0,57
5,5.62,4,7,2,84,47,48,1,72
5,9.04,3,4,5,59,52,72,0,78
1,5.74,1,2,1,95,83,98,1,54
1,6.92,2,7,3,46,96,55,0,72
6,5.34,4,4,2,75,86,71,1,66
1,7.62,0,7,5,47,49,77,1,68
1,7.99,3,3,1,66,80,87,0,67
2,8.68,4,5,5,45,42,59,1,79
2,6.7,1,1,3,63,49,59,1,52
5,7.95,2,7,2,75,88,42,0,78
2,8.67,0,6,0,44,54,53,0,60
1,8.81,3,7,5,59,63,60,0,85
3,6.51,1,4,4,94,100,47,1,70
1,5.34,4,3,3,59,100,91,1,64
6,5.19,4,5,1,92,49,94,0,65
4,8.84,3,3,1,80,91,85,1,73
5,6.93,2,1,4,79,60,63,0,61
2,5.67,1,6,4,73,85,86,0,67
3,5.92,3,2,2,78,98,60,0,62
4,8.83,3,2,4,99,87,81,1,79
3,7.99,4,3,3,89,93,71,1,78
5,7.51,3,1,5,49,77,56,1,65
2,8.12,0,3,4,42,78,79,0,61
6,5.69,0,2,3,88,81,97,1,54
5,6.6,1,3,0,73,90,90,1,56
3,6.87,3,5,4,74,89,43,0,75
3,6.57,4,1,0,76,67,81,1,58
5,9.32,1,2,5,84,80,62,0,74
1,7.91,2,6,1,84,41,96,0,70
5,8.65,4,6,5,77,80,75,0,89
2,6.18,2,3,4,85,97,100,1,67
2,6.32,1,1,1,62,43,91,1,45
6,6.13,0,3,5,76,82,61,0,60
5,8.44,4,2,0,60,88,64,0,67
4,6.75,4,1,1,66,42,43,0,56
2,7.03,1,2,0,95,71,49,1,56
2,8.55,4,5,2,40,97,63,1,77
2,9.86,4,5,5,48,86,74,1,88
1,5.81,1,6,5,42,73,89,1,64
4,5.31,3,4,0,98,55,53,0,59
5,5.97,1,1,2,77,43,59,0,48
1,8.67,4,5,1,75,57,85,0,77
2,5.97,1,4,0,73,67,100,0,53
4,7.92,4,6,2,69,81,91,1,79
4,7.95,2,1,0,70,45,94,0,54
1,6.47,2,2,3,69,82,53,1,60
2,5.34,0,3,5,55,81,78,1,54
1,7.0,1,3,3,68,40,48,0,57
3,5.93,1,2,1,45,55,97,1,45
2,5.92,2,5,3,53,76,73,0,62
1,7.61,2,3,5,49,48,59,1,65
5,8.37,2,2,4,63,56,42,0,66
2,5.38,0,4,2,75,75,51,0,53
6,7.89,0,4,5,63,73,90,1,67
2,6.23,3,2,5,46,98,87,0,64
3,8.37,1,1,4,88,70,78,1,66
1,9.05,0,5,3,76,73,51,0,72
6,9.04,4,5,1,85,76,81,1,81
3,6.85,1,2,4,87,73,61,0,62
5,7.84,3,3,5,79,84,74,1,76
2,8.97,2,6,1,87,76,79,1,78
6,5.3,3,5,0,77,40,70,0,57
1,8.03,1,5,5,64,92,95,1,75
1,9.18,2,4,4,82,100,46,0,81
5,6.86,3,4,0,94,54,48,0,65
3,7.28,3,4,4,73,70,90,1,73
6,8.49,1,6,2,40,90,76,0,69
5,5.34,0,5,1,67,53,61,1,50
3,6.93,4,5,0,80,83,48,0,71
4,6.48,3,6,3,68,73,55,1,72
4,5.08,4,7,4,71,98,91,1,77
3,5.98,1,5,5,44,91,60,0,64
1,6.98,1,3,0,73,40,48,1,52
1,5.99,0,3,4,98,74,51,1,60
4,8.01,2,3,4,85,50,66,0,70
1,7.24,4,7,4,100,56,91,1,85
1,5.2,3,1,0,91,95,86,0,54
3,6.38,2,5,0,65,44,89,1,57
2,5.1,4,6,4,52,56,48,0,67
3,6.79,4,5,3,51,57,66,1,70
1,6.3,2,6,5,61,64,67,0,70
3,8.44,2,7,1,48,94,74,0,74
6,6.54,0,2,4,95,74,82,0,60
4,6.88,3,2,3,45,86,77,1,62
2,8.63,3,1,1,75,55,71,1,63
6,7.4,3,2,4,49,86,80,1,66
6,7.78,2,3,1,76,88,42,0,65
1,9.21,0,1,4,98,89,95,1,69
1,6.03,1,1,0,98,62,48,0,49
6,9.95,0,1,4,71,79,42,1,67
6,9.5,2,4,4,43,60,90,1,73
5,6.43,0,7,4,91,68,75,1,70
5,9.46,2,2,4,95,99,52,0,79
4,8.77,4,5,3,43,85,88,1,79
6,9.65,4,4,2,52,75,73,1,78
3,8.46,1,6,3,55,49,69,1,70
2,8.37,4,3,3,82,59,55,1,76
5,5.02,1,4,0,90,92,72,1,55
1,7.37,3,3,4,89,46,74,0,70
6,6.0,2,7,3,65,69,55,1,69
3,6.62,3,5,1,72,68,77,0,66
2,9.89,3,5,4,92,94,79,0,90
3,5.43,1,2,0,43,91,44,0,44
3,8.61,2,6,5,65,40,47,0,78
1,5.86,1,4,5,48,60,93,1,58
5,5.04,0,5,0,80,46,72,1,48
3,7.51,3,7,1,50,83,90,0,73
2,5.81,2,3,5,44,43,69,0,56
5,9.83,3,5,0,92,78,41,1,81
4,6.02,0,2,5,77,95,77,0,59
1,5.96,0,3,4,91,54,95,0,57
5,5.16,2,1,2,71,73,77,0,50
5,6.65,2,6,2,68,41,59,1,65
3,5.12,0,2,3,77,76,91,1,50
2,7.49,3,7,0,79,42,48,0,71
3,7.53,4,7,4,67,87,40,1,85
2,5.27,3,7,1,92,43,41,1,66
1,6.2,4,7,1,63,86,91,1,73
5,9.16,1,2,4,95,88,58,1,74
6,7.31,2,1,4,58,82,55,1,61
2,7.17,0,6,1,93,75,80,1,66
2,8.49,1,7,0,40,66,44,0,66
3,8.57,3,5,5,44,43,71,0,75
3,8.81,4,2,3,62,75,95,1,73
4,9.15,2,1,3,92,58,59,1,69
2,6.16,4,6,3,58,73,82,1,72
1,5.33,3,1,4,41,55,91,1,51
5,6.9,3,6,1,99,91,53,0,76
5,9.28,0,2,1,87,84,97,0,64
5,5.39,1,4,1,41,79,52,1,50
2,7.88,2,7,5,48,90,66,1,80
3,8.51,0,2,1,57,61,74,0,55
1,7.41,4,7,1,55,71,96,0,75
5,6.28,1,6,2,78,41,97,1,62
2,6.63,2,4,5,48,56,73,0,64
6,5.36,4,5,4,83,62,98,1,71
4,6.46,2,1,5,90,83,55,1,65
4,5.22,2,3,4,62,85,67,1,59
5,8.63,1,2,2,72,51,82,1,61
3,9.49,4,3,3,99,93,74,1,86
4,8.17,0,5,0,77,52,54,0,61
4,8.28,0,2,5,98,49,42,0,66
4,7.36,0,3,4,73,43,66,0,59
4,5.78,2,5,4,65,46,66,0,63
5,5.04,3,4,2,56,93,90,0,60
2,6.72,1,5,4,92,41,43,0,67
1,8.76,0,2,4,53,54,60,1,60
1,9.8,1,6,3,52,75,61,0,77
3,7.16,2,6,2,61,48,44,1,66
2,6.83,1,7,5,82,63,80,1,75
6,7.23,0,7,4,87,45,78,0,70
1,7.14,0,6,1,57,100,62,0,63
6,8.13,2,2,2,59,88,62,1,64
1,8.67,2,2,3,69,46,52,0,65
1,8.92,4,5,5,74,55,99,1,85
3,8.25,2,2,0,72,56,66,1,59
4,7.19,3,7,4,85,69,94,1,81
3,9.75,3,5,1,56,47,89,1,74
1,8.56,0,6,1,74,42,95,0,65
2,7.13,2,7,0,51,64,54,1,65
4,7.23,3,1,2,41,68,51,1,56
2,9.09,3,1,3,73,60,49,1,69
2,7.2,4,7,4,51,93,88,1,82
2,7.58,2,7,4,65,91,77,0,79
4,6.46,4,1,5,71,45,67,1,64
2,9.19,1,3,4,60,96,82,1,72
4,7.61,4,1,1,44,62,74,1,59
6,7.76,1,1,2,67,89,77,1,58
1,9.4,1,5,0,62,50,93,1,66
5,9.6,2,5,2,87,45,95,1,77
2,9.12,1,6,3,71,66,59,0,76
3,5.33,1,7,3,44,66,51,0,60
6,7.22,4,2,0,74,52,42,0,61
3,6.72,2,2,1,97,100,41,1,63
5,6.07,2,2,5,45,99,67,0,61
4,9.54,1,6,0,58,48,61,0,68
5,9.45,4,5,5,83,47,74,0,88
3,7.33,4,5,3,79,84,84,0,78
5,5.67,4,1,1,45,66,91,0,51
1,5.07,4,4,2,53,71,48,0,60
5,7.19,0,5,3,94,68,62,1,67
2,5.2,1,6,1,100,85,56,1,63
1,8.05,1,4,1,42,72,53,0,59
2,8.04,1,5,4,50,44,91,1,66
5,9.49,2,6,2,78,77,71,0,81
1,5.95,2,5,1,80,48,98,0,60
1,6.86,4,3,0,63,91,79,1,64
5,9.3,2,4,5,82,52,97,0,79
6,7.37,3,7,2,84,72,75,0,78
4,5.3,1,7,2,57,69,72,1,60
4,5.55,1,3,3,70,93,49,1,57
4,9.07,0,1,2,49,64,52,1,55
1,8.72,0,3,2,65,45,73,1,59
4,9.38,3,3,4,68,78,44,0,78
1,5.59,0,6,2,41,49,45,0,51
6,8.8,4,7,5,69,75,72,1,91
5,8.28,4,1,5,78,100,44,1,78
5,6.16,1,4,5,86,89,63,0,68
1,9.87,4,2,1,49,100,86,0,74
1,7.85,0,5,0,51,87,47,0,59
6,9.53,3,6,5,59,58,57,0,85
4,9.3,4,4,4,96,50,64,1,85
6,6.67,1,1,4,93,56,57,0,58
5,7.68,1,3,4,80,41,75,1,64
5,7.16,0,2,4,98,46,65,0,60
2,8.55,4,3,3,58,80,59,1,75
4,7.94,0,5,4,93,96,59,0,74
5,8.92,1,1,3,45,70,78,1,60
2,5.06,3,2,3,95,96,79,1,63
1,8.44,4,4,2,62,98,100,1,77
5,6.6,3,4,0,58,70,63,1,60
3,6.12,4,1,2,70,85,59,1,61
4,9.01,1,1,3,72,56,84,0,63
2,5.45,4,6,2,41,54,43,0,63
4,6.14,1,3,1,54,46,61,0,49
4,6.02,2,2,4,50,69,64,0,56
3,7.1,1,5,4,65,78,60,0,68
6,6.61,1,1,3,57,53,57,0,51
1,8.6,4,2,2,40,70,84,0,67
4,8.5,3,6,1,71,48,85,1,74
5,6.63,1,7,1,43,48,48,1,59
1,7.18,4,1,5,61,88,83,0,70
5,6.04,1,1,1,75,97,48,1,52
1,8.35,0,4,3,68,92,98,1,67
1,6.98,0,7,5,75,41,72,1,69
2,5.66,0,2,2,98,83,80,1,54
5,5.64,0,4,1,96,61,46,0,54
5,6.61,3,6,1,89,55,72,0,70
1,8.74,1,4,2,72,41,41,0,65
4,5.13,0,7,2,78,54,89,0,58
5,6.29,4,6,4,53,45,47,1,71
3,5.81,0,7,0,87,62,72,0,59
3,9.78,2,2,0,86,93,98,1,71
1,8.53,2,6,1,76,67,74,0,74
6,6.17,3,6,2,84,82,68,1,72
1,6.04,2,4,4,44,100,71,1,63
1,9.29,4,7,3,89,56,40,1,90
4,5.95,0,3,0,100,75,92,1,53
4,9.99,2,7,5,61,58,70,0,87
2,6.41,2,5,0,44,44,91,0,54
6,5.42,3,5,2,76,62,74,1,63
6,8.45,2,3,3,77,83,79,0,72
6,8.05,0,1,0,85,58,83,0,52
6,10.0,1,4,4,73,40,78,0,74
6,9.01,0,5,0,54,66,59,1,62
1,7.14,2,2,2,87,82,72,1,63
1,8.38,2,6,2,76,64,62,1,75
2,9.09,2,6,5,66,93,42,1,85
3,7.57,3,1,5,87,45,92,1,68
3,6.36,4,5,3,40,75,51,1,68
2,6.05,0,7,0,68,98,47,1,60
2,6.48,2,4,3,100,56,80,1,67
5,9.24,1,5,0,47,51,86,1,63
1,6.9,3,4,1,72,64,97,0,64
6,6.43,4,1,0,46,49,50,1,51
5,9.03,2,7,2,68,94,65,0,82
4,5.16,0,7,2,70,99,62,1,61
1,7.97,1,7,1,77,97,77,1,74
2,9.37,3,6,0,47,85,44,0,75
3,7.05,0,3,0,70,78,71,1,53
1,6.35,0,6,2,76,98,44,1,64
2,7.46,3,4,1,98,94,87,1,73
1,8.59,0,4,2,54,94,54,1,64
1,7.58,1,1,1,93,63,100,1,57
1,5.04,1,1,2,91,50,82,0,47
4,5.39,0,2,4,97,63,91,0,54
3,8.61,2,6,0,71,42,62,0,69
1,7.0,0,6,3,65,79,88,0,65
2,8.92,2,1,4,87,59,67,0,70
4,8.25,0,5,2,88,62,58,0,67
5,7.91,4,4,1,50,44,93,0,66
1,9.51,1,7,3,62,99,97,0,82
4,5.11,0,3,1,73,75,56,0,47
6,5.78,1,1,5,72,52,54,1,53
5,8.12,3,7,1,56,75,52,1,75
3,5.33,4,4,5,72,45,62,0,67
1,8.22,2,3,5,41,41,57,0,65
1,9.92,3,2,0,99,68,62,0,74
4,9.39,4,5,2,88,44,55,0,82
3,7.95,3,2,0,100,54,59,1,65
6,9.47,1,1,5,43,47,64,1,63
5,5.58,4,5,1,51,73,71,0,62
2,7.27,3,2,0,68,92,60,1,61
3,7.14,2,4,4,81,94,40,1,73
1,6.68,4,1,5,81,76,67,1,70
4,5.0,4,6,1,86,65,66,1,67
6,9.46,3,2,1,82,48,91,0,69
4,8.89,0,5,4,78,96,66,1,76
5,8.26,2,5,1,81,47,84,0,69
3,5.64,2,6,3,58,53,75,1,62
4,6.89,3,7,3,96,87,51,1,81
2,9.62,1,3,2,89,64,54,1,71
2,8.08,1,5,2,41,73,59,0,64
4,8.02,0,5,0,46,42,83,1,55
1,9.57,0,7,0,100,71,58,0,76
4,7.8,3,1,4,96,75,90,1,71
6,7.99,1,5,4,85,86,65,0,75
3,6.73,2,3,5,61,44,86,0,63
5,6.86,1,5,1,50,54,60,0,57
2,8.43,3,3,2,72,97,76,0,73
4,6.6,1,7,5,93,67,82,1,76
6,7.8,4,4,2,59,57,89,0,70
2,6.4,3,3,2,44,84,49,1,60
2,5.83,4,1,2,43,50,67,1,52
5,7.27,3,2,0,53,49,65,0,55
2,6.09,2,6,3,42,43,52,0,61
6,9.49,3,2,5,89,59,64,0,80
2,6.52,3,4,4,57,44,90,0,65
2,7.99,3,1,4,97,93,70,1,74
4,6.32,3,4,2,66,40,59,1,61
4,6.29,0,4,2,43,52,54,0,50
3,6.75,4,5,0,42,85,57,0,65
1,9.58,3,5,0,66,61,79,0,74
6,6.96,3,1,4,67,87,62,1,65
1,9.11,0,2,2,61,52,42,1,59
1,5.99,1,3,2,81,54,50,0,55
2,5.24,0,5,5,68,48,66,1,57
5,8.91,0,1,4,55,42,76,1,57
5,7.71,0,1,0,74,41,51,0,48
2,7.52,3,7,5,58,51,72,1,79
6,6.36,0,2,4,91,63,67,1,57
1,5.36,0,1,0,69,57,45,0,39
3,7.41,0,6,0,54,95,97,1,61
1,9.34,3,1,5,44,97,45,0,74
5,5.6,2,2,5,70,75,83,0,60
1,9.65,2,5,0,82,64,60,0,74
4,6.37,1,2,2,70,91,64,0,56
4,7.66,3,4,4,48,54,86,1,69
3,5.33,0,5,0,52,40,75,0,45
6,7.13,0,4,3,82,47,57,0,60
1,5.63,0,1,0,60,88,83,1,42
4,5.24,2,4,0,85,76,78,1,56
6,9.83,0,2,5,70,46,44,1,68
4,8.65,0,2,0,40,74,62,0,52
6,8.6,2,7,1,80,77,62,0,78
6,5.45,0,3,5,52,84,62,1,54
4,9.65,1,7,3,73,55,74,1,80
2,7.35,4,7,2,100,98,68,1,86
5,9.26,1,6,5,75,56,44,0,80
6,5.06,3,7,4,55,77,100,1,69
2,6.49,1,1,4,49,69,56,0,53
1,9.98,1,2,5,77,76,77,0,75
2,7.14,2,5,4,80,57,91,1,71
4,9.44,3,7,5,73,75,41,0,91
2,6.64,1,7,2,64,51,58,1,64
5,7.63,4,7,0,96,67,86,0,79
4,9.27,1,2,3,40,87,42,0,64
3,8.03,0,5,4,51,50,69,1,64
1,8.63,2,1,1,99,99,72,1,68
3,6.14,0,6,1,98,98,62,1,65
2,5.78,3,3,3,61,82,65,1,62
6,6.15,3,3,4,99,94,69,0,72
2,7.47,2,4,0,93,45,58,0,63
6,9.0,1,2,4,96,98,78,1,75
3,6.77,3,1,0,61,65,65,1,53
3,7.82,4,4,4,100,55,71,0,80
6,9.02,2,1,1,87,77,81,0,66
5,6.19,0,1,2,41,48,67,0,41
1,9.41,4,4,5,84,57,48,0,86
4,9.77,2,1,3,47,72,100,1,66
3,5.19,4,4,0,72,89,87,1,61
1,5.3,2,7,2,44,58,70,1,60
4,5.45,0,7,0,49,48,54,0,50
2,8.88,1,6,3,42,85,71,1,73
4,5.95,2,2,2,50,83,52,1,53
3,8.63,3,4,2,93,81,61,1,78
5,7.21,0,2,5,69,48,79,0,58
5,9.18,0,7,5,67,83,98,1,81
1,9.04,4,3,3,44,44,50,0,71
2,9.8,3,4,3,51,62,72,0,76
1,6.26,4,7,0,83,90,63,1,74
6,6.15,0,6,2,84,81,79,0,63
5,5.16,2,3,3,68,73,83,0,56
1,7.05,3,4,5,65,77,90,1,73
6,7.3,0,1,0,68,61,45,1,47
2,9.82,3,3,4,68,44,55,0,77
4,9.15,2,5,5,53,40,69,0,75
1,5.83,1,5,3,75,65,69,1,61
6,8.99,4,5,5,74,57,53,1,85
5,5.89,4,3,5,88,94,93,0,74
4,5.39,0,2,2,47,65,46,0,43
1,9.19,0,4,4,55,54,42,0,67
5,9.88,2,1,3,82,41,70,0,69
4,5.44,0,1,1,44,92,49,1,41
3,9.07,0,7,2,55,54,72,0,70
5,9.3,0,3,5,95,50,100,0,72
3,5.59,3,5,2,80,97,96,0,68
2,6.42,3,6,0,52,84,77,0,65
1,8.67,1,7,1,47,59,76,1,69
6,9.04,3,1,3,93,86,54,1,75
1,6.77,4,6,1,65,81,89,1,72
5,5.8,1,7,5,95,56,43,1,72
3,8.24,0,6,3,44,44,76,0,64
3,8.51,4,1,0,48,72,81,1,62
4,7.52,1,2,5,77,90,43,1,67
1,5.72,1,1,5,41,83,49,0,52
1,9.22,4,7,4,46,64,91,0,86
5,8.23,1,1,1,69,46,98,0,54
3,9.35,4,4,2,56,73,61,0,77
5,9.66,1,1,3,97,92,70,0,72
5,9.03,1,4,1,83,54,75,1,68
2,9.79,1,7,3,70,91,100,1,83
3,9.77,4,5,1,40,52,51,1,75
5,8.1,1,2,2,67,71,48,0,60
3,8.64,3,7,3,69,78,67,0,83
5,8.5,3,6,3,86,53,73,1,81
6,8.11,3,7,4,70,59,44,1,82
5,5.1,3,1,0,63,55,69,0,46
5,6.78,3,2,1,70,69,55,0,59
6,5.5,0,7,2,99,80,58,1,65
1,6.5,1,6,4,92,58,95,0,70
3,5.34,2,7,4,50,61,53,1,65
4,9.6,0,7,0,81,76,86,1,74
6,7.26,4,2,2,55,49,90,1,62
1,5.95,0,6,5,48,47,63,1,59
5,7.92,2,6,1,69,68,95,1,70
2,5.98,0,2,3,51,53,89,0,47
1,9.02,1,3,0,93,50,50,1,64
6,6.53,3,4,3,86,69,52,1,69
2,6.57,1,6,4,100,72,49,0,73
5,9.35,0,6,3,55,81,68,0,73
1,7.8,2,6,1,72,73,78,0,71
4,9.44,4,6,5,45,78,66,0,87
3,7.06,1,2,1,84,88,93,1,58
3,6.72,2,6,5,40,76,98,1,70
6,7.53,4,5,3,52,95,40,1,76
5,5.31,3,1,3,76,81,71,1,57
5,5.77,1,7,0,74,76,57,0,61
3,6.1,1,6,5,83,44,43,0,68
1,9.08,3,2,1,65,80,55,0,69
5,8.67,3,7,3,81,82,57,1,86
4,5.97,0,6,2,48,86,60,0,57
4,6.38,4,2,0,56,98,90,1,59
5,9.72,2,6,0,77,44,86,1,74
5,5.43,3,1,0,85,56,93,0,51
3,7.74,0,6,0,74,58,64,0,62
6,7.61,4,5,5,64,85,49,1,81
3,8.63,4,6,5,89,92,46,0,92
6,6.31,1,6,3,99,95,92,1,72
4,9.67,0,7,4,98,65,40,0,84
6,7.05,0,7,2,46,41,72,1,59
3,6.43,1,2,4,80,53,72,1,58
5,6.68,2,2,4,86,91,58,0,66
6,6.74,3,6,3,70,67,46,1,73
3,5.99,1,5,0,71,43,86,0,53
4,9.64,3,2,0,90,42,84,0,69
2,5.87,0,7,3,87,54,80,0,64
6,9.41,1,5,3,58,61,53,0,72
4,7.02,2,2,5,90,87,77,0,70
4,6.35,3,1,1,56,81,46,0,54
1,5.99,3,5,0,100,89,85,0,68
2,7.52,3,1,2,96,58,82,1,64
6,8.35,0,1,1,96,73,42,1,58
3,9.49,3,2,4,45,49,50,1,70
6,8.26,4,7,5,64,100,47,0,90
6,7.42,3,5,5,96,95,65,1,83
2,5.17,0,3,0,72,73,77,0,45
4,9.58,1,1,3,58,55,42,0,63
4,9.51,3,7,3,54,76,68,0,84
4,6.89,3,1,3,74,75,51,1,62
4,5.15,1,1,0,88,88,57,1,47
2,8.67,4,2,5,71,84,96,0,79
3,8.96,0,2,2,77,94,82,1,64
5,7.71,1,1,3,75,61,46,1,58
1,7.01,0,7,5,71,97,69,1,74
4,9.26,1,6,0,71,71,81,1,71
4,5.96,2,2,4,79,83,87,0,62
1,7.2,4,2,1,93,56,97,1,66
4,5.12,2,2,0,75,48,55,0,47
5,5.82,1,4,0,92,99,86,1,59
6,9.7,1,5,5,99,91,84,1,86
